,Restaurant,Cusines_all,price_for_one,delivery_review_number,location
295009,Roji Roti,,150,106,"kadubeesanahalli, bangalore"
295022,Icy Spicy,,200,530,"ejipura, bangalore"
295028,"The Lantern Restaurant & Bar - The Ritz-Carlton, Bangalore",,1850,16,"the ritz-carlton, bangalore"
295029,Chickpet Donne Biriyani Mane,,200,387,"kr puram, bangalore"
295030,Farm2Box,,100,6,"jp nagar, bangalore"
295031,Swad Punjab Da,,150,35900,"btm, bangalore"
295032,Aaradhya Donne Biryani House,,200,28,"church street, bangalore"
295054,Magic Pizza Corner,,150,85,"rajajinagar, bangalore"
295070,Kavya's Royal Andra Restaurant,,150,97,"old airport road, bangalore"
295071,Birbal Biryani - Harlur,,400,291,"hsr, bangalore"
295091,Sri Lakshmi Biryani,,150,1890,"marathahalli, bangalore"
295092,Chaatify,,200,0,"brookefield, bangalore"
295093,Zam Zam Shahi Hotel,,100,0,"rt nagar, bangalore"
295168,Shamsi's Rolls & Kebabs, Shake,150,94,"frazer town, bangalore"
295171,Pakka Andhra Curry's,,150,151,"bommanahalli, bangalore"
295172,Koel's Pizzeria,,200,2446,"hennur, bangalore"
295173,The Nosh House, Desserts,200,11800,"sarjapur road, bangalore"
295174,Osyummly,,150,108,"hsr, bangalore"
295195,Iyengar's Bread Basket,,100,1523,"marathahalli, bangalore"
295209,Mangalore Pearl - Seafood Restaurant,,250,808,"ulsoor, bangalore"
295210,Andhra Tiffins & Meals,,50,7970,"marathahalli, bangalore"
295211,S M V Snacks Corner,,100,384,"basavanagudi, bangalore"
295234,Shankars Kitchen,,400,2045,"bommasandra, bangalore"
295241,Hokart Vilasini Catering Services,,75,3,"hsr, bangalore"
295256,Midnight Cafeteria,,200,92,"banashankari, bangalore"
295288,Dan's Eatery & Creamy,,125,84,"whitefield, bangalore"
295289,Regale Restaurant,,250,824,"marathahalli, bangalore"
295293,Lovespell Ice Creams,,150,411,"hbr layout, bangalore"
295294,Bite Me Cupcakes,,100,1246,"koramangala 1st block, bangalore"
295295,Bite Me Cupcakes,,150,1246,"koramangala 1st block, bangalore"
295312,Big Mishra Peda,,100,37,"new bel road, bangalore"
295340,The Bawarchi,,250,3267,"itpl main road, whitefield, bangalore"
295341,The Bawarchi,,450,3267,"itpl main road, whitefield, bangalore"
295363,Barkaas- Arabic Restaurant,,550,1677,"marathahalli, bangalore"
295364,Abhiruchi Restaurant,,200,1598,"bellandur, bangalore"
295365,Abhiruchi Restaurant,,250,1598,"bellandur, bangalore"
295366,Arabian Mandi,,200,44,"bommasandra, bangalore"
295379,Kannur Dhaba, Juices,250,21,"electronic city, bangalore"
295404,Srinidhi Sagar Deluxe,,150,2256,"domlur, bangalore"
295405,Wow! Chicken By Wow! Momo,,250,14,"forum shantiniketan mall, whitefield, bangalore"
295406,Wow! Chicken By Wow! Momo,,400,14,"forum shantiniketan mall, whitefield, bangalore"
295407,Cake's Joint,,200,123,"malleshwaram, bangalore"
295425,Juice Park,,100,125,"nagawara, bangalore"
295443,Hyderabad Biryani Hotel,,300,239,"rajarajeshwari nagar, bangalore"
295444,Spice Cove - I.V Sanctum,,450,9,"majestic, bangalore"
295445,Guntoor Mirchi,,400,433,"itpl main road, whitefield, bangalore"
295467,DA Ying Yang Cuisines,,175,1576,"vasanth nagar, bangalore"
295487,Canteen Central by EatFit, Pizza,150,0,"kaggadasapura, bangalore"
295488,Shawarma Station,,75,71,"btm, bangalore"
295502,Sweet Truth - Cake And Desserts,,200,647,"indiranagar, bangalore"
295503,Kebab & Kurry Nation, Sichuan,300,25,"hebbal, bangalore"
295542,Mr. Paratha,,100,28,"sarjapur road, bangalore"
295543,Thalassery Restaurant, Shake,350,8561,"kammanahalli, bangalore"
295544,Thalassery Restaurant, Shake,400,8561,"kammanahalli, bangalore"
295545,Thalassery Restaurant, Shake,325,8561,"kammanahalli, bangalore"
295546,Thalassery Restaurant, Shake,250,8561,"kammanahalli, bangalore"
295547,Thalassery Restaurant, Shake,150,8561,"kammanahalli, bangalore"
295554,The Flavor Of Home,,100,126,"jayanagar, bangalore"
295595,Axomi - Taste of Assam,,350,4299,"koramangala 7th block, bangalore"
295618,Treat Restaurant, Beverages,250,2330,"hebbal, bangalore"
295619,Ekdum Hyderabadi,,200,245,"btm, bangalore"
295620,Families Food Court, Kebab,200,9833,"hsr, bangalore"
295621,New Krishna Bhavan,,200,1281,"malleshwaram, bangalore"
295622,Momo Magic Cafe,,250,84,"vijay nagar, bangalore"
295635,Swamy's Naati Kitchen,,375,117,"indiranagar, bangalore"
295639,Al - Azeez Kabab Centre,,150,29,"shivajinagar, bangalore"
295650,Madouk Cafe,,175,169,"brookefield, bangalore"
295660,Chef's Special Kitchen,,200,1,"electronic city, bangalore"
295694,KC Das - Sweet House,,150,47,"sanjay nagar, bangalore"
295710,Shawarma Rolls Cafe, Sichuan,150,257,"btm, bangalore"
295711,Udupi Sannidhi Veg,,100,312,"hennur, bangalore"
295712,Mandara Ice Cream,,50,29,"nagarbhavi, bangalore"
295732,Annapurna Restaurant,,200,0,"electronic city, bangalore"
295758,Jovin's Kitchen,,250,10,"rammurthy nagar, bangalore"
295759,Desi Vdesi,,150,469,"shanti nagar, bangalore"
295810,Bhojanam,,150,1917,"whitefield, bangalore"
295811,Kothimbir,,100,397,"marathahalli, bangalore"
295829,Pammi Auntie's Kitchen,,200,84,"marathahalli, bangalore"
295858,Rotti Walla, Beverages,150,2654,"banaswadi, bangalore"
295860,Tiger Trail - Regenta Place,,450,148,"shivajinagar, bangalore"
295877,Taawoon Restaurant,,500,2415,"hennur, bangalore"
295888,Tandoori Grand,,200,154,"rammurthy nagar, bangalore"
295910,E@t at tripti,,200,67,"whitefield, bangalore"
295911,Mayuri Multicuisine Family Restaurant,,375,7290,"kr puram, bangalore"
295912,Royal Biryani Kitchen,,150,31300,"btm, bangalore"
295971,Punjab Junction,,225,17800,"kaggadasapura, bangalore"
295972,Butter Delivery,,250,74,"lavelle road, bangalore"
295991,All Saints Bakery,,100,242,"brigade road, bangalore"
295992,Biryani Bazaar,,250,288,"kalyan nagar, bangalore"
296031,Jain Sweets And Savories,,75,28,"whitefield, bangalore"
296042,Chikpet Donne Biriyani House,,200,5325,"rajajinagar, bangalore"
296043,Chikpet Donne Biriyani House,,150,5325,"rajajinagar, bangalore"
296044,Odia Pakhala,,150,406,"marathahalli, bangalore"
296070,Hotel Prakruthi,,175,2209,"vijay nagar, bangalore"
296103,Magic Moms,,100,186,"electronic city, bangalore"
296104,Tikka Kebab, Ice Cream,300,1893,"bommanahalli, bangalore"
296121,Whhite Paani Food Chain,,50,438,"btm, bangalore"
296122,The Mamak,,150,0,"whitefield, bangalore"
296144,Jhakaas Snacks Centre,,100,293,"bannerghatta road, bangalore"
296145,Khaomomo,,250,109,"domlur, bangalore"
296146,Mast Marathi,,225,3782,"hsr, bangalore"
296191,Karavali Family Restaurant,,250,910,"brigade road, bangalore"
296219,Amudham Biryani,,100,0,"wilson garden, bangalore"
296225,Sedric's Food Town,,150,0,"rammurthy nagar, bangalore"
296239,Burger Bistro,,250,888,"hennur, bangalore"
296240,Cheesy Culture,,400,259,"btm, bangalore"
296241,Basaveswara Tasty Corner,,200,22,"new bel road, bangalore"
296242,The Pastry House,,100,770,"wilson garden, bangalore"
296243,The Pastry House,,200,770,"wilson garden, bangalore"
296287,Maa Reddys Hyderabadi Biryani House, Kebab,300,1087,"sanjay nagar, bangalore"
296319,Sri Ranganatha Military Hotel,,150,572,"basavanagudi, bangalore"
296320,S Square Family Restaurant, Beverages,400,1612,"bannerghatta road, bangalore"
296346,Cafe Nukkad,,100,1977,"kalyan nagar, bangalore"
296347,Krutunga Restaurant,,200,3018,"whitefield, bangalore"
296348,Priyadarshini Grand,,150,27600,"basaveshwara nagar, bangalore"
296374,Chainaama,,100,12,"whitefield, bangalore"
296407,Sai Aruna,,250,120,"brookefield, bangalore"
296413,Chicken County Deluxe Restaurant, Beverages,300,1254,"majestic, bangalore"
296414,Punjabi Food Point,,175,7655,"bellandur, bangalore"
296418,Coal Flame Biriyaani, Sichuan,250,121,"jayanagar, bangalore"
296428,The Rush Restaurant,,400,382,"hsr, bangalore"
296429,Brothers Burger,,250,705,"btm, bangalore"
296448,Bhuvanya Chat Center,,100,4,"brookefield, bangalore"
296449,Crepito, Beverages,300,617,"rajajinagar, bangalore"
296450,Halli Jonne Biriyani,,200,12200,"jayanagar, bangalore"
296451,The Cookie Stack,,400,0,"bommanahalli, bangalore"
296463,Cafe Iftar,,200,711,"hennur, bangalore"
296464,Biryani Paradise,,250,186,"nagawara, bangalore"
296465,Biryani Paradise,,275,186,"nagawara, bangalore"
296466,Lucknowi Kitchen,,150,13,"hennur, bangalore"
296467,Tito's Pizza,,225,678,"vijay nagar, bangalore"
296468,Fried Hub,,175,50,"electronic city, bangalore"
296469,Recipe,,300,40100,"kumaraswamy layout, bangalore"
296487,Chai Aur Nashta,,150,585,"brookefield, bangalore"
296500,Kannur Restaurant,,250,6154,"kammanahalli, bangalore"
296501,56 Bhoga Sweets,,150,863,"hsr, bangalore"
296514,Bitefull, Shake,100,15,"seshadripuram, bangalore"
296526,Olive - Era, Beverages,500,10200,"kumaraswamy layout, bangalore"
296535,Kerala Panoor Restaurant, Sichuan,150,22100,"bellandur, bangalore"
296536,Pizza Palace,,100,1658,"basaveshwara nagar, bangalore"
296537,Pizza Palace,,200,1658,"basaveshwara nagar, bangalore"
296545,Andhra Mess,,200,3287,"domlur, bangalore"
296558,The Tandoori Tales, Momos,300,2089,"whitefield, bangalore"
296559,Doctor Juice,,200,991,"kammanahalli, bangalore"
296569,Andhra Kafe,,500,37,"brookefield, bangalore"
296579,Srinidhi Udupi Upahar,,175,946,"bommasandra, bangalore"
296580,The Adukkala Restaurant,,300,1002,"brigade road, bangalore"
296581,CHURMURcog Chaat,,50,6,"jp nagar, bangalore"
296582,KA 01- Ibis Hotel,,900,19,"ibis hotel, richmond road, bangalore"
296583,Kuteera,,150,215,"banaswadi, bangalore"
296594,House of Biryani,,250,38,"btm, bangalore"
296595,Watson's, European,650,146,"sahakara nagar, bangalore"
296613,Vishal Foods,,150,1472,"bannerghatta road, bangalore"
296633,Hotel Tashvii,,100,10,"banaswadi, bangalore"
296634,MMH Kitchens - Tandoor And Grills,,150,66,"kr puram, bangalore"
296635,Al Taza,,200,2134,"koramangala 1st block, bangalore"
296636,Elixir - Luxury Pearls Drink,,225,243,"koramangala 7th block, bangalore"
296637,Sahyadri Food Point,,175,561,"jp nagar, bangalore"
296646,Deccan Paradise,,250,510,"ascendas park square, whitefield, bangalore"
296647,Lulu Hypermarket,,225,1727,"rajajinagar, bangalore"
296648,Combo 10,,250,34,"whitefield, bangalore"
296649,Frizzles Kitchen,,150,71,"brookefield, bangalore"
296655,Just Pancake,,200,12,"koramangala 1st block, bangalore"
296681,Emerald,,100,0,"koramangala 5th block, bangalore"
296695,The Asian  Chain Restaurant Veg  And Non  Veg,,250,2,"electronic city, bangalore"
296794,Biryanis And More,,300,114,"jayanagar, bangalore"
296811,New Kolkata Style Famous Kati Rolls,,150,580,"varthur main road, whitefield, bangalore"
296829,Star Karnataka Biriyani Paradise,,100,1192,"vijay nagar, bangalore"
296849,Bengaluru Naati Point,,200,351,"kr puram, bangalore"
296857,Burma Burma,,750,1447,"indiranagar, bangalore"
296875,Classic North,,250,123,"bellandur, bangalore"
296896,Jeet Punjabi Tadka,,125,397,"new bel road, bangalore"
296897,Super Maggie's Kitchen,,100,475,"kalyan nagar, bangalore"
296898,Swad Kolhapuri,,200,221,"jp nagar, bangalore"
296905,Achayyan's,,175,1318,"indiranagar, bangalore"
296906,Zwarma,,150,94,"ulsoor, bangalore"
296907,Zwarma,,125,94,"ulsoor, bangalore"
296918,Ratan Bhojanalya,,50,20,"old madras road, bangalore"
296925,Turnip The Beat,,300,6,"brookefield, bangalore"
296926,Secret Bhukkad,,200,85,"hsr, bangalore"
296943,Sharma Chats,,100,3,"jp nagar, bangalore"
296958,Seven 2 Eleven Resto Cafe,,125,166,"jp nagar, bangalore"
296959,R K Restaurant,,150,122,"whitefield, bangalore"
296979,Auntie Fung's,,300,1491,"indiranagar, bangalore"
296988,Green Kitchen Palace,,100,4,"city market, bangalore"
296993,Riches Pizza Burger,,150,443,"peenya, bangalore"
297004,BSK-BBQ - Veg Barbecue,,100,52,"banashankari, bangalore"
297015,Hari'r Kotha,,100,36,"wilson garden, bangalore"
297025,Karnataka State Co-Operative Fisheries Federation Mysore,,150,979,"jayanagar, bangalore"
297026,Friends Chinese Corner,,100,58,"rajajinagar, bangalore"
297027,North Indian Bhukkads - NIB,,450,9457,"nagawara, bangalore"
297028,North Indian Bhukkads - NIB,,150,9457,"nagawara, bangalore"
297062,Arkavathi Biriyani Mane,,200,75,"kumaraswamy layout, bangalore"
297063,Udupi Upachar, Sandwich,175,15700,"brookefield, bangalore"
297064,Udupi Upachar, Sandwich,300,15700,"brookefield, bangalore"
297065,Udupi Upachar, Sandwich,150,15700,"brookefield, bangalore"
297078,The Momo Lab,,150,199,"hsr, bangalore"
297079,Tewari Bros Mithai Shoppie,,100,1308,"commercial street, bangalore"
297080,Windmills Craftworks,,1400,1004,"windmills craftworks, bangalore"
297109,Samovar,,300,4192,"kammanahalli, bangalore"
297121,Yummy Pots,,75,10,"kr puram, bangalore"
297146,MNM Chicken Empire,,200,4,"bommanahalli, bangalore"
297147,Malabar Food Court,,200,3796,"hebbal, bangalore"
297148,Nimma Suchi Ruchi,,150,12,"new bel road, bangalore"
297152,Edesia By FreshMenu,,200,294,"bommanahalli, bangalore"
297179,Hotel Aditya,,225,12700,"rajajinagar, bangalore"
297180,Charminar Biryani House,,150,3789,"btm, bangalore"
297181,Pizza Therapy,,250,373,"rajarajeshwari nagar, bangalore"
297191,Sizzling Szechuan,,500,4032,"rammurthy nagar, bangalore"
297192,SSR Hotel,,250,23,"brookefield, bangalore"
297193,DTR - Dilli Tiffin Room,,200,107,"bellandur, bangalore"
297201,Thakali Momos,,150,361,"btm, bangalore"
297211,Royal Lunch Home,,100,43,"koramangala 2nd block, bangalore"
297212,Spicy N Spice,,150,0,"sarjapur road, bangalore"
297242,Ayodhya Vihar Pure Veg, Ice Cream,225,7188,"jeevan bhima nagar, bangalore"
297246,Mr. Tea,,100,307,"btm, bangalore"
297257,Ooty Chocolates,,150,339,"indiranagar, bangalore"
297258,Shawarma House,,150,601,"brookefield, bangalore"
297259,Fish & Fries Restaurant,,300,8961,"hsr, bangalore"
297260,Punjab Ki Rasoi,,250,1530,"electronic city, bangalore"
297261,Kesar Sweet Shop & Restaurant,,250,839,"sarjapur road, bangalore"
297290,Tandoori Knight,,225,4268,"banashankari, bangalore"
297293,Sanje Time,,100,10,"hsr, bangalore"
297294,Tandoori Tadka,,300,11,"electronic city, bangalore"
297295,Srinathji's, Desserts,400,2452,"indiranagar, bangalore"
297315,Kheer Kadamb  Bengali Sweets,,50,151,"marathahalli, bangalore"
297316,Chavadi, Beverages,700,715,"bannerghatta road, bangalore"
297322,Vandana Gardenia, Beverages,500,247,"sahakara nagar, bangalore"
297338,The Crowne Plaza,,150,214,"electronic city, bangalore"
297345,Apna Dhaba,,150,179,"basavanagudi, bangalore"
297346,Desserts By What The Ale?!,,300,47,"electronic city, bangalore"
297347,Urban Desi Pendu,,75,61,"electronic city, bangalore"
297398,FoodX Restaurant,,150,100,"vasanth nagar, bangalore"
297399,Halli Mane Badoota Hotel - Nati Style,,150,3516,"electronic city, bangalore"
297443,Cheese Street,,150,16,"electronic city, bangalore"
297492,Burger & Pizza Junction,,100,33,"basaveshwara nagar, bangalore"
297493,A.S Desouza Fruit Juice,,100,419,"hbr layout, bangalore"
297509,Tomba Kitchens,,150,1425,"ejipura, bangalore"
297539,Mini Samrat Chalukya,,150,1301,"vasanth nagar, bangalore"
297540,Sea Spoon - Costal Cuisine,,200,106,"btm, bangalore"
297558,Paratha Maharaj,,200,22,"thippasandra, bangalore"
297559,Paratha Maharaj,,175,22,"thippasandra, bangalore"
297581,Northwind,,400,429,"seshadripuram, bangalore"
297586,BLR Biryani House,,250,18,"bommasandra, bangalore"
297614,Vinu Green Chilli,,100,1065,"whitefield, bangalore"
297664,Rajhans,,150,839,"st. marks road, bangalore"
297675,New Malabar Hotel,,200,2785,"new bel road, bangalore"
297676,GVR Family Restaurant,,250,7,"nagarbhavi, bangalore"
297727,Melting Cheese,,175,2854,"basavanagudi, bangalore"
297728,Nebula,,350,21,"galaxy club, brigade gateway, malleshwaram, bangalore"
297729,Kannur Food Kitchen,,250,16800,"btm, bangalore"
297751,New Paratha Express,,100,420,"brookefield, bangalore"
297752,Lemone,,150,24,"whitefield, bangalore"
297753,Al Noor,,175,404,"shivajinagar, bangalore"
297754,Abubakar Siddiq Hotel,,150,325,"malleshwaram, bangalore"
297763,Twiststick House,,200,3875,"basavanagudi, bangalore"
297764,BBQ Street,,250,157,"bommanahalli, bangalore"
297765,The Hyderabadi Kitchen,,300,234,"whitefield, bangalore"
297766,Saarangi Fine Dining, Beverages,450,417,"the royal comfort, bangalore"
297785,Soda Bottle Opener Wala,,750,1495,"lavelle road, bangalore"
297792,Sri Sai Durga 99 Variety Dosa,,100,43,"thippasandra, bangalore"
297793,Donne Biryani Grand,,150,1175,"electronic city, bangalore"
297794,Burger Blues,,250,20,"koramangala 8th block, bangalore"
297849,Sanskriti Tiffins,,150,26,"brookefield, bangalore"
297856,Sri Brindavana Vaibhav,,100,3055,"hbr layout, bangalore"
297857,Mesa Deli - Svenska Design Hotel,,600,42,"svenska design hotel, electronic city, bangalore"
297858,Saltlake, Beverages,300,682,"btm, bangalore"
297859,Salt - Indian Restaurant Bar & Grill, Beverages,750,52,"ub city, bangalore"
297892,Hokart - Annapoorna Tiffin Center Andhra Style,,125,0,"koramangala 1st block, bangalore"
297902,Mini Punjabi Dhaba,,125,7953,"banashankari, bangalore"
297921,Mandya Sln Donne Biryani,,100,196,"vijay nagar, bangalore"
297922,Sahukar Biryani - Biryani Royal,,250,2740,"koramangala 1st block, bangalore"
297925,Bachelor Zone,,200,256,"sanjay nagar, bangalore"
297926,Momo Hut,,125,1711,"koramangala 5th block, bangalore"
297927,Kolkata Sweets,,50,78,"kr puram, bangalore"
297928,City Durbar,,400,2880,"jayanagar, bangalore"
297952,Market Cafe,,200,2393,"forum neighbourhood mall, whitefield, bangalore"
297953,Shahi Kababs & Rolls,,100,12,"frazer town, bangalore"
297964,Nisarga Restaurant,,500,79,"basavanagudi, bangalore"
297968,Ragoo's,,350,718,"jayanagar, bangalore"
297969,Salena And New Salena Food Center,,175,3056,"btm, bangalore"
297989,Mainland Punjab,,350,6,"electronic city, bangalore"
298024,The Celebration Cakes and Desserts,,350,41,"malleshwaram, bangalore"
298025,M/S. Harman Da Dhaba,,150,412,"bommanahalli, bangalore"
298037,Chikpet Donne Biryani House,,150,1621,"bommasandra, bangalore"
298038,Patty Bambulati,,150,37,"indiranagar, bangalore"
298039,Venus Bar And Restaurant,,450,596,"yeshwantpur, bangalore"
298040,Cafe Kanthari,,250,2060,"bommanahalli, bangalore"
298041,Dum Chai,,175,27,"bannerghatta road, bangalore"
298089,Juice Joint,,50,18,"sanjay nagar, bangalore"
298090,Wish Meal, Desserts,200,259,"btm, bangalore"
298091,The Illusion Cafe,,200,138,"rajajinagar, bangalore"
298110,Gyani Da Punjabi Dhaba,,250,16700,"btm, bangalore"
298120,Plan B,,650,181,"brigade road, bangalore"
298125,Dhe Kerala, Shake,400,249,"hennur, bangalore"
298126,Shawarma Factor,,150,749,"jp nagar, bangalore"
298137,New Calcutta Chat House,,50,8,"marathahalli, bangalore"
298159,Bengali Fun Foods,,275,16600,"btm, bangalore"
298191,Belli Shree Bangarpet Chats,,75,271,"bannerghatta road, bangalore"
298215,Hunger Treats,,150,4942,"bannerghatta road, bangalore"
298239,Flavors Of North,,300,14000,"new bel road, bangalore"
298240,Hotel Thoranam, Sichuan,325,316,"bommanahalli, bangalore"
