Restaurant,Cusines_all,price_for_one,delivery_review_number,location
Ambur Star Briyani Since 1890, Chinese,350,6004,"indiranagar, bangalore"
Shree Mahalakshmi Sweets,,100,2119,"basaveshwara nagar, bangalore"
Shree Mahalakshmi Sweets,,250,2119,"basaveshwara nagar, bangalore"
Foodeez Zone, Biryani,250,61,"new bel road, bangalore"
Fida Ambur Dum Biriyani And Kabab, Chinese,150,14,"bommanahalli, bangalore"
Vinaya Royal Inn - Pan Asian Food, Continental,325,24,"electronic city, bangalore"
Ambur Star Biryani Since 1890, North Indian,350,577,"rajarajeshwari nagar, bangalore"
Hokart - Raju j Hotel,,75,0,"bommanahalli, bangalore"
Behrouz Biryani, Hyderabadi,500,6109,"hsr, bangalore"
Charcoal Chicken Barbecue, Chinese,200,41,"new bel road, bangalore"
SGM's Place, Beverages,100,2782,"electronic city, bangalore"
PVR Café, Beverages,200,65,"itpl main road, whitefield, bangalore"
Anand Bhavan Resturant, Street Food,250,31,"kr puram, bangalore"
The Dripping Cone, Beverages,250,157,"whitefield, bangalore"
Samosa Singh, Tea,200,411,"basaveshwara nagar, bangalore"
Indulge Desi, Chinese,200,219,"jp nagar, bangalore"
Chota Hussain,,150,0,"thippasandra, bangalore"
Krishnam Udupi Hotel, Street Food,250,2796,"kanakapura road, bangalore"
Daily Sushi, Japanese,500,480,"jayanagar, bangalore"
Daily Sushi, Japanese,400,480,"jayanagar, bangalore"
Daily Sushi, Japanese,450,480,"jayanagar, bangalore"
Rannaghar, Sichuan,300,3621,"kaggadasapura, bangalore"
Mizo Kitchen,,200,1049,"koramangala 5th block, bangalore"
PK Foods, South Indian,100,5,"sarjapur road, bangalore"
Chaat King, Fast Food,75,755,"rr vatika, rajarajeshwari nagar, bangalore"
Sri Ram Bhojanalay, Chinese,150,624,"yeshwantpur, bangalore"
Goli Vadapav No 1, Fast Food,100,233,"koramangala 4th block, bangalore"
Gully Foods, Burger,150,12,"btm, bangalore"
New Shahi Kabab Roll Center,,125,319,"indiranagar, bangalore"
Magic Chef Restaurant, Chinese,250,135,"btm, bangalore"
Baskin Robbins,,200,11,"rajajinagar, bangalore"
Baskin Robbins,,150,11,"rajajinagar, bangalore"
Sicilia Point, Beverages,500,168,"rajajinagar, bangalore"
Paratha Box by EatFit, Beverages,150,33,"vasanth nagar, bangalore"
Meat & Eat, Fast Food,150,707,"jp nagar, bangalore"
Hotel Chandrika, Chinese,350,1484,"cunningham road, bangalore"
CakeZone,,100,3396,"whitefield, bangalore"
Narmada Chain of Restaurants, North Indian,400,677,"kammanahalli, bangalore"
Narmada Chain of Restaurants, North Indian,250,677,"kammanahalli, bangalore"
The Biryani Life, Hyderabadi,300,338,"koramangala 1st block, bangalore"
One For The Road, North Indian,750,680,"elements mall, nagawara, bangalore"
One For The Road, North Indian,700,680,"elements mall, nagawara, bangalore"
Havmor Ice Creams,,100,7,"kalyan nagar, bangalore"
SLV Corner Restaurant, Street Food,400,11400,"153 biere street, bangalore"
Cold Stone Creamery, Waffle,200,168,"garuda mall, magrath road, bangalore"
Cold Stone Creamery, Waffle,175,168,"garuda mall, magrath road, bangalore"
Sri Udupi Sagar,,150,1095,"btm, bangalore"
Fanoos Xprss, North Indian,200,1953,"jayanagar, bangalore"
NH10, Street Food,200,68,"banashankari, bangalore"
Yumlane Pizza, Desserts,250,19,"jp nagar, bangalore"
Baky Bakery And Cakes,,100,188,"jayanagar, bangalore"
Wendy's, American,250,567,"whitefield, bangalore"
Wendy's, American,200,567,"whitefield, bangalore"
Al-Bek, North Indian,150,31800,"varthur main road, whitefield, bangalore"
Al-Bek, North Indian,200,31800,"varthur main road, whitefield, bangalore"
Al-Bek, North Indian,375,31800,"varthur main road, whitefield, bangalore"
Sri Krishna Sagar, Street Food,200,156,"kr puram, bangalore"
Sri Krishna Sagar, Street Food,250,156,"kr puram, bangalore"
Sri Krishna Sagar, Street Food,225,156,"kr puram, bangalore"
New Kabab Zone, BBQ,200,4549,"bommanahalli, bangalore"
China Twist,,250,371,"bommanahalli, bangalore"
Get Cake'd, Fast Food,50,44,"basavanagudi, bangalore"
L. J. Iyengar's Bakery,,150,387,"basavanagudi, bangalore"
Ambur Chicken Biryani Hyderabadi Special, Chinese,125,33,"electronic city, bangalore"
Porkeats, Fast Food,175,1143,"koramangala 6th block, bangalore"
The Daily Bowl, Chinese,200,2142,"btm, bangalore"
The Daily Bowl, Chinese,250,2142,"btm, bangalore"
Annapurna Benne Dose,,75,119,"jp nagar, bangalore"
Sweet Chariot,,200,687,"electronic city, bangalore"
Sweet Chariot,,100,687,"electronic city, bangalore"
Chettys Corner, Beverages,100,83,"majestic, bangalore"
Empire Restaurant, Kebab,400,45800,"hsr, bangalore"
Empire Restaurant, Kebab,100,45800,"hsr, bangalore"
Elevate58, Arabian,275,368,"basaveshwara nagar, bangalore"
Green Cravings,,250,10,"kammanahalli, bangalore"
WOW! China, Seafood,200,103,"banashankari, bangalore"
WOW! China, Seafood,300,103,"banashankari, bangalore"
Cns Pastries,,200,4059,"uttarahalli, bangalore"
Cream & Fudge, Fast Food,150,898,"nagawara, bangalore"
Mad Over Donuts, Beverages,125,108,"rajajinagar, bangalore"
Mad Over Donuts, Beverages,100,108,"rajajinagar, bangalore"
North Indian Bhukkads - NIB, Street Food,450,9457,"nagawara, bangalore"
North Indian Bhukkads - NIB, Street Food,150,9457,"nagawara, bangalore"
Alpha Biryani, Chinese,200,1159,"whitefield, bangalore"
Ghar Waali Baat,,100,58,"bommanahalli, bangalore"
Kanti Bakes & Flakes, Mithai,50,818,"bannerghatta road, bangalore"
Momo Zone - The Momo Company,,150,244,"domlur, bangalore"
Dwaraka Grand, Street Food,200,8525,"kumaraswamy layout, bangalore"
Starbucks Coffee, Desserts,300,327,"malleshwaram, bangalore"
Raj Sweets,,50,103,"whitefield, bangalore"
SGS Non Veg Gundu Palav,,200,222,"electronic city, bangalore"
SGS Non Veg Gundu Palav,,150,222,"electronic city, bangalore"
Blue Tokai Coffee Roasters, Healthy Food,300,758,"koramangala 8th block, bangalore"
Mithai Factory,,150,95,"jp nagar, bangalore"
Food Springs, Beverages,250,1095,"jayanagar, bangalore"
The Good Food Restaurant, Chinese,200,251,"kalyan nagar, bangalore"
BOX8 - Desi Meals, Fast Food,250,13500,"rajajinagar, bangalore"
Empire Juices And Ice Creams, Shake,100,176,"shivajinagar, bangalore"
Fruitbae,,200,26,"global village, mysore road, bangalore"
MS Kabab Centre,,100,10,"banaswadi, bangalore"
Natural Ice Cream,,150,1898,"kalyan nagar, bangalore"
Natural Ice Cream,,350,1898,"kalyan nagar, bangalore"
Halal Box,,200,4,"nagawara, bangalore"
Ambur Biriyani,,150,77,"wilson garden, bangalore"
Samosa Party,,100,2065,"brookefield, bangalore"
Ipsha's Kitchen, Pizza,200,193,"rajajinagar, bangalore"
Happy Belly Bakes, Cafe,200,874,"frazer town, bangalore"
Happy Belly Bakes, Cafe,250,874,"frazer town, bangalore"
Adukkala Restaurant, Chinese,300,5097,"kalyan nagar, bangalore"
Adukkala Restaurant, Chinese,250,5097,"kalyan nagar, bangalore"
Red Rhino, Asian,900,4756,"whitefield, bangalore"
Naalnaad Mane,,150,113,"bannerghatta road, bangalore"
Kadak Biryanis & Grill, North Indian,250,6263,"new bel road, bangalore"
CANTAN - Chinese Bar House, Chinese,900,469,"lavelle road, bangalore"
Sinful Desserts, Ice Cream,200,210,"bommasandra, bangalore"
Cafe Coffee Day, Coffee,300,744,"bellandur, bangalore"
Cafe Coffee Day, Coffee,250,744,"bellandur, bangalore"
Sanadige - Goldfinch Hotel, Goan,600,298,"goldfinch hotel, seshadripuram, bangalore"
Happetizer, Chinese,150,5,"kaggadasapura, bangalore"
Veg Daawat By Behrouz, North Indian,300,6,"brookefield, bangalore"
Veg Daawat By Behrouz, North Indian,400,6,"brookefield, bangalore"
Veg Daawat By Behrouz, North Indian,450,6,"brookefield, bangalore"
Veg Daawat By Behrouz, North Indian,500,6,"brookefield, bangalore"
Mast Punjabi,,200,4856,"electronic city, bangalore"
M Cafe - Bengaluru Marriott Hotel Whitefield, Italian,1250,240,"bengaluru marriott hotel whitefield, bangalore"
Hyderabad Biryani House, Chinese,400,6144,"malleshwaram, bangalore"
Tandoori Taal, Beverages,450,1131,"indiranagar, bangalore"
Tandoori Taal, Beverages,400,1131,"indiranagar, bangalore"
Sri Ayodhya Veg,,150,702,"basaveshwara nagar, bangalore"
ibaco, Desserts,100,1125,"hsr, bangalore"
Smoke House Deli Delivery, Burger,450,712,"bommanahalli, bangalore"
The Dessert Zone,,200,197,"brookefield, bangalore"
RK Fresh Food, Street Food,150,4290,"btm, bangalore"
Salaam Sigri Rolls & Kebabs, Kebab,250,534,"new bel road, bangalore"
Pizza Plutos, Sandwich,300,439,"new bel road, bangalore"
Mealful Rolls - India's Biggest Rolls, North Indian,200,596,"bannerghatta road, bangalore"
Wokanaka - The Casual Chinese Pitstop, Seafood,450,0,"whitefield, bangalore"
Adda - The Restaurant, Chinese,225,1976,"bommanahalli, bangalore"
Polar Bear, Shake,175,3801,"bannerghatta road, bangalore"
Polar Bear, Shake,150,3801,"bannerghatta road, bangalore"
Bramishree Nandi Grand, Chinese,175,599,"vijay nagar, bangalore"
CakeWalk, Desserts,350,120,"indiranagar, bangalore"
Indian Paratha Company, Beverages,200,15,"hennur, bangalore"
Indian Paratha Company, Beverages,250,15,"hennur, bangalore"
Robin Brown Ice Creams, Beverages,175,715,"rajajinagar, bangalore"
Vera Italiano, Pasta,600,1118,"kalyan nagar, bangalore"
Vaigai Vilas, Biryani,225,425,"btm, bangalore"
Pizza Hut, Desserts,300,1013,"jp nagar, bangalore"
Pizza Hut, Desserts,200,1013,"jp nagar, bangalore"
Platform.65, Chinese,550,40,"bannerghatta road, bangalore"
Earthen Delicacies, Chinese,350,1496,"jakkur, bangalore"
Anjappar, Biryani,400,1298,"brigade road, bangalore"
Anjappar, Biryani,200,1298,"brigade road, bangalore"
New Friends, Chinese,450,639,"btm, bangalore"
Stonelicious, Beverages,150,4360,"marathahalli, bangalore"
Karnataka Bhel House, Beverages,100,886,"vijay nagar, bangalore"
Karnataka Bhel House, Beverages,50,886,"vijay nagar, bangalore"
PVR Café, Fast Food,200,65,"itpl main road, whitefield, bangalore"
North Ka Thadka, Healthy Food,250,273,"btm, bangalore"
The Sugar Free Keto Kafe - Artinci, Bakery,150,51,"kammanahalli, bangalore"
Bangalore Kabab Centre, Kebab,100,80,"rt nagar, bangalore"
Time Traveller - Sai Vishram, South Indian,700,1206,"electronic city, bangalore"
Kheer Kadamb Bengali Sweets,,50,835,"whitefield, bangalore"
Five Star Chicken, Rolls,150,6600,"jp nagar, bangalore"
Five Star Chicken, Rolls,100,6600,"jp nagar, bangalore"
Sweet Chariot Cafe, Fast Food,250,842,"residency road, bangalore"
Moriz Nano Restaurant, Arabian,400,1183,"ulsoor, bangalore"
Armani Kitchen, Rolls,150,513,"rt nagar, bangalore"
The Indian Samosa, Fast Food,100,1631,"electronic city, bangalore"
Falahaar & Kota Kachori, Fast Food,100,3099,"electronic city, bangalore"
Falahaar & Kota Kachori, Fast Food,200,3099,"electronic city, bangalore"
Falahaar & Kota Kachori, Fast Food,150,3099,"electronic city, bangalore"
N Razakhiya Hotel,,125,352,"nagawara, bangalore"
WarmOven Cake & Desserts, Ice Cream,250,4779,"electronic city, bangalore"
Dakshin Delicacy, Chinese,150,2197,"yeshwantpur, bangalore"
Shree Sagar, Chinese,150,47,"malleshwaram, bangalore"
Firdaus Biryani, Mughlai,300,250,"electronic city, bangalore"
Al Zara Mandi Arabian Restaurant, Mughlai,450,1746,"frazer town, bangalore"
Hyderabadi Spice,,250,39500,"electronic city, bangalore"
HRX By EatFit, Mediterranean,250,28,"kadubeesanahalli, bangalore"
Spicy Darbar, Chinese,150,0,"rajajinagar, bangalore"
East Delicious, Seafood,250,9344,"marathahalli, bangalore"
Navaruchi Hotel, Chinese,300,41,"btm, bangalore"
The Culinary Cat, Desserts,150,0,"kalyan nagar, bangalore"
Rawchef,,150,41,"btm, bangalore"
Dhaba - Estd 1986 Delhi, Desserts,1000,2250,"indiranagar, bangalore"
Honey Special Cake,,250,83,"hsr, bangalore"
Andhra Meal Express, Desserts,200,1893,"hsr, bangalore"
India Sweet House,,150,106,"indiranagar, bangalore"
India Sweet House,,50,106,"indiranagar, bangalore"
India Sweet House,,100,106,"indiranagar, bangalore"
Sri Udupi Food Hub,,150,1770,"koramangala 7th block, bangalore"
Sri Udupi Food Hub,,200,1770,"koramangala 7th block, bangalore"
Sri Udupi Food Hub,,275,1770,"koramangala 7th block, bangalore"
Dawoods Kati Rolls,,150,1291,"hsr, bangalore"
The Spicy Aroma, Bengali,300,163,"electronic city, bangalore"
Chef Bakers, Pizza,200,86,"new bel road, bangalore"
Chef Bakers, Pizza,150,86,"new bel road, bangalore"
The Betel Leaf Co - Originally from Bangalore,,200,46,"rajarajeshwari nagar, bangalore"
SLV Juice And Chat Center,,50,18,"vijay nagar, bangalore"
Sattvam,,750,664,"whitefield, bangalore"
Barbeque Nation, Biryani,800,1365,"ascendas park square, whitefield, bangalore"
Barbeque Nation, Biryani,300,1365,"ascendas park square, whitefield, bangalore"
Chettinad Chettiars, Beverages,200,38,"koramangala 8th block, bangalore"
Mandara Grand, Chinese,150,1460,"rajarajeshwari nagar, bangalore"
Food Ford Kitchen, Mughlai,250,864,"btm, bangalore"
A Pinch Of Spice, Mughlai,250,395,"new bel road, bangalore"
NH1 Bowls - Highway To North, Desserts,200,397,"banashankari, bangalore"
Tea Villa Cafe, Chinese,600,363,"jayanagar, bangalore"
Sree Fish Land @ 2511, Mangalorean,300,1168,"rajarajeshwari nagar, bangalore"
Thalassery Restaurant, Chinese,350,8561,"kammanahalli, bangalore"
Thalassery Restaurant, Chinese,400,8561,"kammanahalli, bangalore"
Thalassery Restaurant, Chinese,325,8561,"kammanahalli, bangalore"
Thalassery Restaurant, Chinese,250,8561,"kammanahalli, bangalore"
Thalassery Restaurant, Chinese,150,8561,"kammanahalli, bangalore"
UTSE Kitchen, Beverages,400,722,"commercial street, bangalore"
Goli Vada Pav No. 1, Fast Food,125,649,"hsr, bangalore"
Zwarma, Fast Food,150,94,"ulsoor, bangalore"
Zwarma, Fast Food,125,94,"ulsoor, bangalore"
Ovenstory Pizza,,300,5047,"indiranagar, bangalore"
Aroma Cafe & Restaurant, Chinese,250,6,"electronic city, bangalore"
Andhra Kitchen,,200,3271,"electronic city, bangalore"
Andhra Kitchen,,50,3271,"electronic city, bangalore"
Mondelice Cakes,,150,129,"kr puram, bangalore"
Savji's Roll 'N' Biryani, South Indian,200,15500,"vijay nagar, bangalore"
Ledikeni Sweets & Savouries, Street Food,100,1134,"marathahalli, bangalore"
MOJO Pizza - 2X Toppings, Desserts,250,9382,"kammanahalli, bangalore"
Cupcake Bliss Cakes & Desserts,,300,1734,"indiranagar, bangalore"
Cupcake Bliss Cakes & Desserts,,150,1734,"indiranagar, bangalore"
Burger Shop,,100,120,"whitefield, bangalore"
Amritsari Haveli, Desserts,300,57,"brookefield, bangalore"
HomeSe Just Veg,,150,878,"majestic, bangalore"
Nivys Resto Cafe, Healthy Food,500,12,"hsr, bangalore"
Namma Pizza Adda, Beverages,175,0,"bommasandra, bangalore"
McDonald's, Beverages,200,8087,"new bel road, bangalore"
Biryani Blues, Hyderabadi,250,213,"basavanagudi, bangalore"
Biryani Blues, Hyderabadi,200,213,"basavanagudi, bangalore"
Kake Di Hatti, Rolls,250,220,"kanakapura road, bangalore"
Kake Di Hatti, Rolls,500,220,"kanakapura road, bangalore"
Trattoria By Toscano, Healthy Food,300,575,"malleshwaram, bangalore"
Trattoria By Toscano, Healthy Food,350,575,"malleshwaram, bangalore"
NOTO - Healthy Ice Cream, Desserts,100,148,"kr puram, bangalore"
Apna Punjabi Dhaba, Beverages,175,0,"rt nagar, bangalore"
Copper Chimney, Biryani,350,569,"whitefield, bangalore"
Udupi Sri Krisna Vaibhava, Chinese,250,410,"jayanagar, bangalore"
Keventers Ice Cream, Shake,150,16,"kalyan nagar, bangalore"
Go Italia, Continental,400,322,"hsr, bangalore"
Food Connections, Shake,100,325,"whitefield, bangalore"
Biryani Mount,,300,623,"banashankari, bangalore"
Great Indian Khichdi by EatFit, Ice Cream,150,604,"sarjapur road, bangalore"
Magnolia Bakery,,150,4444,"indiranagar, bangalore"
Magnolia Bakery,,300,4444,"indiranagar, bangalore"
Swad 'E' Punjab, Fast Food,450,2340,"electronic city, bangalore"
Punjabi Nawabi, Mughlai,400,30000,"bannerghatta road, bangalore"
Punjabi Nawabi, Mughlai,200,30000,"bannerghatta road, bangalore"
Keventers - Milkshakes & Desserts, Ice Cream,250,1932,"varthur main road, whitefield, bangalore"
Keventers - Milkshakes & Desserts, Ice Cream,200,1932,"varthur main road, whitefield, bangalore"
Beijing Bites, Seafood,400,12100,"electronic city, bangalore"
Beijing Bites, Seafood,250,12100,"electronic city, bangalore"
Kolapasi, North Indian,150,44,"brookefield, bangalore"
Chung's,,200,46,"electronic city, bangalore"
Karnataka Chicken Biryani Point, Chinese,150,681,"basaveshwara nagar, bangalore"
Gourmet Ice Cream Cakes By Baskin Robbins, Ice Cream,150,18,"old airport road, bangalore"
Udupi Uphara, Street Food,100,6374,"jalahalli, bangalore"
Hatti Punjab Di, Fast Food,100,9901,"electronic city, bangalore"
The Fruit Bowl,,150,1385,"btm, bangalore"
Royal Paradise, South Indian,200,77,"new bel road, bangalore"
Kwality Wall’s Frozen Dessert &  Ice Cream Shop,,100,692,"sadashiv nagar, bangalore"
High n Hungry, Biryani,200,3936,"btm, bangalore"
Just Shawarma, Beverages,150,2924,"total mall, sarjapur road, bangalore"
Just Shawarma, Beverages,100,2924,"total mall, sarjapur road, bangalore"
Just Shawarma, Beverages,200,2924,"total mall, sarjapur road, bangalore"
Agarwal Restaurant, Shake,150,85,"bannerghatta road, bangalore"
Iyengar's Bakery, Fast Food,100,94,"jp nagar, bangalore"
Sunny's, Seafood,1050,121,"lavelle road, bangalore"
Lazio Steaks & More, Steak,500,396,"frazer town, bangalore"
New Darbar Family Restaurant, Mughlai,200,14,"sankey road, bangalore"
New Darbar Family Restaurant, Mughlai,225,14,"sankey road, bangalore"
Kadai, South Indian,325,2178,"basaveshwara nagar, bangalore"
Singh Da Punjabi Dhaba,,100,966,"thippasandra, bangalore"
Raghanna  Military  Hotel, Mughlai,150,56,"kalyan nagar, bangalore"
INOX,,250,8,"jp nagar, bangalore"
Burger King, Beverages,200,4648,"marathahalli, bangalore"
Chinese Wok, Sichuan,250,876,"kalyan nagar, bangalore"
Corner House Ice Creams, Shake,150,2328,"basavanagudi, bangalore"
Ghee Tadka Khichdi,,100,239,"whitefield, bangalore"
Udupi Kitchen, Street Food,150,1426,"vijay nagar, bangalore"
Udupi Kitchen, Street Food,200,1426,"vijay nagar, bangalore"
Bake and Juice, Burger,200,14400,"hosur road, bangalore"
Grills N Barbeque, Biryani,200,35,"electronic city, bangalore"
La Pino'z Pizza,,550,22100,"koramangala 4th block, bangalore"
La Pino'z Pizza,,200,22100,"koramangala 4th block, bangalore"
La Pino'z Pizza,,250,22100,"koramangala 4th block, bangalore"
La Pino'z Pizza,,225,22100,"koramangala 4th block, bangalore"
Hotel Manu, Chinese,300,5936,"whitefield, bangalore"
Hotel Manu, Chinese,200,5936,"whitefield, bangalore"
Hungry Chang, Sichuan,200,726,"hsr, bangalore"
A Tiny Kitchen,,250,855,"btm, bangalore"
RNR Biryani - Taste Of 1953, Andhra,250,533,"kammanahalli, bangalore"
RNR Biryani - Taste Of 1953, Andhra,350,533,"kammanahalli, bangalore"
Kabab Corner, Kebab,150,294,"rt nagar, bangalore"
Shankar Fish Land,,100,372,"rt nagar, bangalore"
Desi Vdesi, Beverages,150,469,"shanti nagar, bangalore"
The Mangalorean, North Indian,400,2155,"kammanahalli, bangalore"
Curry Leaves, Oriental,400,56,"jayanagar, bangalore"
Curry Leaves, Oriental,600,56,"jayanagar, bangalore"
Manam Andhra Foods, Andhra,200,110,"koramangala 2nd block, bangalore"
Cake Delight,,150,301,"sahakara nagar, bangalore"
